review,sentiment
bardzo fajne auto .jak będę zmieniał to na lagunę tylko nowszą,1
"Auto ma same zalety, za wyjątkiem jego wyglądu. ",0
przestronne dynamiczne nie rzucające się w oczy wozidło;-),0
Da się nim jeździć.,0
auto godne polecenia części tanie małe spalnie ,1
"fajne autko , ale czas robi swoje",1
Bardzo słabiutke autko. ,0
Bardzo fajny suv,1
samochód dla osób wjeżdżających od czasu do czasu w trudniejszy teren np działka bez drogi dojazdowej. Zużycie paliwa porównywalne z innymi modelami tej pojemności silnika. Trwały samochód.,1
Ogólnie na trasy ok ! ,1
"Auto godne polecenie solidna japonska robota,od 220000-245000 nic sie nie zepsulo, jedynie olej wymieniam co 10k i jezdze ",1
nie nadaje się do zagazowania,0
Super jest,1
"Samochód mały, w sam raz dla Kobiet... Mało komfortowy.",0
Złom,0
samochód okej ale nie kupiłbym go ponownie ponieważ kupiłem nowszy golf 2 no może nie nówka ale jeździ,0
"Bardzo dobry samochód, ale hamulce, jak długo mnie bardzo słabe. ",1
Mogło by być bardziej ciche,0
"Auto nowe, salonowe, jeszcz mały przebieg, wszystko ok. Zwinne, szybkie, stabilne, w miarę komfortowe, w miarę ciche przy prędkościach maksymalnych 140, i ... dokładnie według potrzeb i środków. ",0
"po 20 000 km posypały się łożyska,z każdym przejechanym km odnoszę wrażenie że to nie był dobry wybór auta.",0
"Na dojazdy do pracy, krótkie trasy - ok. Dalsze podróże - męczarnia. Trasa do Anglii, 2000 km, 30 godzin jazdy. W głowie huczało jak we młynie.",0
"Auto świetnie się prowadzi, wygodne, napęd zimą rewelacja, ale blacharka i silnik do kitu.",0
"Części tanie,wygląd zewnętrzny jak i wnętrza pozytywny.W kolejnych latach eksploatacji-usterki wychodża,za dużo plastyków,brak w ofercie automatycznej skrzyni biegów",0
Auto bardzo fajne. Ale mało docenione na polskim rynku. Można trafić fajny egzemplarz w ogłoszeniach z polskiej sieci sprzedaży. Tani w eksploatacji.,1
Po 4 latach użytkowania 0 napraw,1
"Nie polecam,chyba że na gwarancji.",0
"Fajne, zgrabne i ładne auto. trochę niedoróbek- np.kluczyk już sam się składa-sprężyna zepsuta",0
"Wszystko ok, tylko sporo pali ",1
"auto wygłąda nieżle , nieżle się prowadzi , awaryjne katastrofalnie",0
bardzo dobre autko,1
"samochód na tyle drogi , że jego jakość jest zdecydowanie za niska - awaryjność silnika okropnie wysoka , co powoduje ogólne niezadowolenie z pojazdu.",0
Za te pieniądze rewelacja. Zamiast chodzić w markowych trampkach wolę luksusowe adidasy.,1
Mimo wad to i tak nieźle auto. Komfort jazdy to petarda. ,1
jak na swój wiek i cenę ok 9000 tyś auto godne polecenia niskie koszty utyrzymania,1
wart swoich pieniędzy,0
Bardzo zrywne i tanie autko dla każdego kierowcy.,1
W sumie solidne male autko zarowno do jazdy miejskiej jak i na dluzsze wypady spalanie w granicach rozsadku na kazda kiszen. Auto raczej do jazdy w dwie osoby. ,1
Ford ok.,1
Nie kupiłbym tego samochodu z tym silnikiem drugi raz o wiele lepsze opinie zbiera 2 litrowa benzyna.,0
"Średnio, olej pije jak smok! ",0
Szkoda gadac lipa w miodzie,0
"kto co lubi nie na szybko pokonywanie dalekich tras po Europie,nieźle na co dzień do pracy na zakupy czy wypad na wieś lub ryby",0
"Auto bardzo awaryjne, jadąc na kolejny przegląd aż się boję czy spamiętam wszystkie usterki. Znajomi posiadający Kia Rio mają takie same problemy",0
Dobra ,1
Takich aut już nie ma,1
Wygodne Auto,1
"samochód bardzo udany, mocny i wytrwały ale do blaszaka nie nadaje się diesel w dłuższe trasy, benzynowy jest o wiele lepszy, cichszy",1
"Nie chciałbym mieć takiego samochodu, jest mały więc z parkowaniem nie ma problemu. Drążek skrzyni biegów luźno wchodzi. Nie podobają mi się plastiki. Nadaje się do jazdy do pracy i z powrotem.",0
"Auto POMYŁKA !!! tylko wygląd na fajny ,mechanicznie gorszy od Fiata .Nigdy więcej nie kupie tego badziewia !!!",0
Co bądź ,0
"idealny samochód dla rodziny, nic więcej nie trzeba dodawać, jednak jak ktoś kupi wersje z silnikiem 100 KM oczekując ostrej jazdy to się zawiedzie, ",1
Nie polecam 1.5 DCi,0
"Jakość wykończenia i użyte materiały użyte wenątrz auta w tej klasie auta nie do zaakceptowania, w Golf V deska rozdzielcza dużo lepszej jakości, w Passacie skrzypi jak w starym zamczysku. ",0
Niezłe auto ale nie dla mnie,0
"Zobaczymy jak z trwałością - jeśli będzie przyzwoita, auto będę mógł polecać Paniom na zakupy i wycieczki za miasto.",0
Ogólne polecam ten samochód .Bardzo wytczimali.Rziadko się psuje.Tylko mógłby być trochę żwawszy mój się rozpędza do 120km Może i przez to właśnie się rziadko psuje :),0
"Jeżeli chcecie kupić auto w tym segmencie proponuję Renault Master, dużo mniej awaryjny.",0
"Poprzednio miałem wersję z 2004 z 1.6 16v - ok ale powyżej 140km/godz. zaczynała ,,stękać"",teraz 2007 1.8 16v 125KM z easytronic i gitara!!!",1
szukam juz mlodszego,1
Auto przyjemne w jeździe duże i rodzinne. Posiada kilka mniejszych wad.,1
Auto godne polecenia,1
"Kupiłem bardzo ładny, zadbany samochód- po miesiącu problem z DPF, z falującymi obrotami, po pół roku silnik do wymiany... z radością sprzedałem.",0
kupcie sb trabanta ,0
auto bardzo dobrze sie spisuje ,1
Podoba mi się!,1
"gdyby nie rozrząd, samochód bardzo dobry. Ciężko go sprzedać.",0
doobre aut,1
Autko godne polecenia,1
miód malina,1
bardzo dobry polecam napewno kupił bym jeszcze raz ten samochód ,1
z daleka jak wszystkie hitlerwageny,0
 auto zadbane w dobrym stanie techn. ,1
podobno w drugim lifcie czesc wad znowu poprawiono jeszcze nie sprawdzalem czekam na opinie .Moj egzemplarz sprzedałem jeśli moje uwagi zostaną wyeliminowane kupię jeszcze raz.,0
"Ok, ale wolę japońskie samochody.",0
Bardzo fajne auto. Solidnie wykonane o niepowtarzalnym wyglądzie zarówno w środku jak i na zewnatrz. Sprawdzony mocny i kulturalny diesel Duża frajda z jazdy. ,1
Kupiłbym. Z mocniejszym silnikiem zdecydowanie,1
Ogólnie auto chodzi bez awaryjnie,0
"KUPIE NOWSZY MODEL AUTO SOLIDNE , DOBRA MARKA,NIE ŻAŁUJE ANI 1ZŁ ZA NIEGO",1
Niesamowite wrażenia z jazdy. Nawet po długiej podróży nie wysiadasz zmęczony. Elastyczny silnik i cisza która towarzyszy ci w drodze!,1
tak,1
to mój drugi ford transit sprowadzony brd ale jak bym musiał kupić następny to też ford ,1
"Polecam auto do miasta, swoje kupiłem w salonie Renault 11 lat temu i jestem zadowolony. ",1
"bez problemów 4 lata, tylko kombi ",1
Miałem kilka już aut ale nigdy więcej Ford,0
Brzydki awaryjny odradzam zakupu skarbonka bez dna,0
"za slaby silnik,-nie wyjmowana tylna kanapa,-kłopoty z układem zasilania silnika,-kłopoty z przegubami zewnętrznymi i ich osłonami,-słabe rozgrzewanie się w okresie jesienno-zimowym.",0
Auto ogolnie srednie. Silnik daje rade skrzynia tez. Ruda go nie lapie. Mimo wszystko raczej odradzam zakup.,0
Jeżdżę nim 3 lata ale jest zbyt małe żeby nim jeździć wszędzie. Polecam kobietom na zakupy i do pracy. W dalekie podróże polecam wsiąść do większego np.Outlandera.,0
"Polecam, rodzinne i wygodne auto.",1
LUDZIE NIE KUPUJCIE MITSUBISHI ,0
Zdążyłem jeszcze dokonać zmian konstrukcyjnych i z Poczty mam minivana 6-cio osobowego. Bajeczny samochód z duszą,1
"Polecam, autko fajne ale koniecznie v6:D",1
"Auto przyciąga wzrok,fajnie się go prowadzi. Ale awarie elektryki zdarzają się zbyt często ",0
"Pomimo mankamentów technicznych bo gdzie ich nie ma, kolejnym autem będzie z dużym prawdopodobieństwem następne Grand Picasso.",1
FIAT tym razem się postarał.,1
tani w utrzymaniu ,0
Auto ma najechane troche km uzywam go 5 rok i mnie nie zawiodło - dobre auto,1
MOJM ZFDABNiem auto jest w bARDZO Boatej opcji i bARDZO KONfortowae,0
Auto może i ładne ale bardzo delikatne.Jezdziłem nim kilka lat i raczej jestem zniechęcony do tej marki.,0
"Kupiłbym, ale nie chce co roku walczyć z rdzą",0
szrot,0
Bardzo awaryjny jako nowy. Po likwidacji usterek było lepiej.,0
a tak sobie,0
Nastepnym razem Hilux...,0
FATALNE AUTO NIGDY WIĘCEJ MITSUBISHI !!!!,0
dobry ale słaby,0
BARDZO DOBRY SAMOCHÓD NA MIASTO BO NIEDUŻY I EKONOMICZNY.,1
Ogolnie nie polecam,0
"Jeszcze gorszy niż wieswagen, niemiecka Syrenka ;) 325km tylko na papierze, mondeo mk4 2,0tdci nie znika w lusterku ;)",0
"Jak go zobaczyłem pierwszy raz wiedziałem że muszę go mieć. I kupiłem, teraz wiernie mi służy ",1
"Polecam to trwałe silniki, i bardzo ekonomiczne",1
Z czystym sumieniem mogę polecić ten samochód,1
Samochód nie jest drogi ale po 5 latach użytkowania pojawiają się ciągle drobne usterki,0
"bardzo fajny do miasta , na trasie też nie dostaje zadyszki",1
Polecam,1
kupił bym go jeszcze raz a teraz kupuje nowszego ,1
Polecam,1
"Nie ma lepszego w w swej klasie, nawet następna wersja III po liftingu jest gorsza, a przede wszystkim mniejsza wewnątrz.",1
Dobre auto dla młodego kierowcy,0
słabiutko na tle aut francuskich chociaż to mój 5 opelek ale scenica i picasso tez miałem,0
"Dziękuję, raz się pomyliłem - nigdy więcej Skody, kupię hyundaia",0
Powiedzmy ze wszystko ok ,0
"ZBYT AWARYJNE AUTO , A KOSZTY NAPRAWY BARDZO DUŻE , ZAWÓR EGR, DWUMASA ,WTRYSKI TO JUŻ POWODUJE TAK DUŻE KOSZTA ŻE MOŻNA BY ZA TO KUPIĆ DRUGIE AUTO A NIE WSPOMNĘ O SKRZYNI ,ZAWIESZENIU , ELEKTRYCE .",0
uwazam że samochód jest dobry ponieważ dopiero po przejechanu 275000 rbyła robiona turbina a noge mam ciężką poza tym żadnych większych napraw,1
Ogólnie auto godne polecenia dla rodziny. Nie wiem jak diesel ale benzyna jest OK. Niestety moc nie wystarcza i nie wiem jak można w nowszych autach wstawiać jeszcze mniejsze jednostki. ,1
"jeżeli ktoś szuka auta do wożenia dzieci do szkoły ,to może go kupić ,jazda w trasie bez emocji -jak najbardziej .Jeżeli szukasz auta dynamicznego i stylowego ,to niestety -to nie ten poziom...",0
samochód jak dla mnie zbyt zamulony mimo ładnego wyglądu i bezawaryjności źle wyciszony materiały z którego został wykonany kiepskie,0
"Biorąc pod uwagę kilka małych mankamentów tipo to mimo wszystko bardzo przyjemne, wygodne i oszczędne autko o nietuzinkowym wyglądzie.",1
"Fajne małe zwinne autko, fak nie jest to mistrz zrywności i szybkości, ale dla preferujących zrównoważoną jazdę w granicach rozsądku w zupełności wystarczy dla naszej rodziny 2+1 jest idealny!!!!",1
Słaby silnik,0
Kupiłem Rapid 4 letniego w wersji liczbach. Za tą cenę nie ma lepszego auta.szukałem długo i zdecydowałem się na Rapida.nie żałuję.,1
Jeśli ktoś dbał o blacharkę nie będzie miał problemu z rudą,1
To już przeżytek,0
Autko się wyróżnia. Jest dobrze pomyślane. W swojej klasie poza Golfem nie ma konkurencji a od VW dużo ładniejsze.,1
BRAK,0
problemy z instalacją lpg dyskwalifikuje auto homologacja na butlę gazową wydane w języku ang uniemożliwia zarejestrowanie auta i generuje koszty i kłopot ,0
Samochód sprawuje sie bardzo dobrze jezdzi nic nie atuka i nic nie puka z punktu do punktu dojedzie ,1
Nigdy więcej forda. ,0
Super budżetowy samochód ktory szybko przescignie każde auto,1
Bardzo dobre auto,0
"Auto pojemne i pakowne ( nie do wiary ile tam się mieści :) ) bezawaryjne, klima dział od kiedy nabyłem - ponad 5 lat, zawieszenie - typowa eksploatacja, silnik i skrzynia bajeczka :) ",1
jest ok ,1
"ogólnie auto jest na duży plus.duży bagażnik 520L.dużo miejsca w środku,bardzo dobre zawieszenie, bogate wyposażenie. minusy to apetyt na paliwo i awarie elektryki BARDZO wrażliwej na wilgoć",1
... francuz co by tu oczekiwac,0
fajne auto cena jakosc bezawaryjnosc udany model,1
trzeba jeżdzić dalej,0
sam.nie morze się psuć po 1500 km,0
"To już trzeci Ford Ranger jakiego posiadam, dwa poprzednie przejechały po 270 000 km bez istotnych awarii. Polecam",1
nikt mnie nie namówi do kupna jeszcze raz tego auta.,0
Samochód nie dla młodych. Dla rodzin z dziećmi i spokojnej ekonomicznej jazdy. Bez problemów z napędem jeżeli oczywiście dbamy o silnik.,1
"Nie ma w swojej klasie żadnych konkurentów. Szkodzianki i wieśwageny nie dorastają mu do dolnej krawędzi chlapaczy. Szkoda że zaprzestano produkcji, bo chętnie bym kupił 3.",1
"Przyjemne auto do miasta, ale za cenę 40000 zł można mieć wiele ciekawszych i prawdziwych aut z lepszym komfortem i wyposażeniem....",0
"Samochód w miarę dobry, ale potrzebuję większej przestrzeni ładunkowej i czegoś bardziej niezawodnego ",0
"Można go polubić i dbać,wtedy ON jest OK!! ",1
"Wygląd - owszem niemal idealny, ale reszta... moze jakby silniki miały moc 250KM i 500Nm na kole, to byłoby spoko... ale nie jest",0
"Auto dla młodego kierowcy jak najbardziej Małe spalanie, nawet szybki samochód Polecam",1
Fajne auto za tanie pieniądze polecam z gazem 7-8 lpg na 100 km,1
"JESTEM ZADOWOLONY MAM RODZINNY SAMOCHÓD, KTÓRY MAŁO PALI I JEST KOMFORTOWY. NA PRAWDĘ POLECAM ",1
"od auta sportowego oczekuję się znacznie więcej, bez względu na cenę, ładnie wyglądający pomnik do niezbyt szybkiej jazdy na wprost",0
mam już 3 nissana tego modelu autko jest super,1
NISSAN NIGDY WIĘCEJ !!!,0
Ogólnie polecam ałot za komfort i bezawaryjność.,1
"13 l./100 km. !?.Kto to napisał !?.Kto i GDZIE ""TO""SPRAWDZAŁ !?.Auto spala 18 litrów ON (średnio !-tj,Miasto/Trasa !.Chore.Auta dla Jankesów i Arabów.",0
Auto jak za tą cenę można kupić.,0
Polecam. Mały - duży samochód.,1
Kochane maleństwo. Nie da się nie pokochać Vauxhalla Tigry,1
Mega dobry samochód chociaż niszowy. Kupiłam go w 2016 za 8tys. Myślę że za tą cenę z takim wyposażeniem to bajka.,1
Spoko auto,1
Każdy mając Tigunie w posiadaniu zostanie zakochany w niej do konca,1
wygodne auto ale dość awaryjne niestety,0
"samochód godny polecenia, oprócz korozji auto naprawde fajne da sie nim fajnie jeździć",0
"NIgdy wiecej forda, wiecej stoi niz jezdzi, auto kupione w salonie...",0
Dobre auto,1
"Jest to super auto na miasto, jak i w trasę, najlepsze wykonanie od początku clio.",1
x,1
samochod b.wygodny,0
dobry stan i komfort jazdy,1
"Jezdze Twingo ponad 16 lat, przejechalam przez ten czas 102 tys.km. glownie po miescie,zadko w dalsze trasy.Samochodzik niezawodny,nigdy sie nie popsul,odpa lal w najwieksze mrozy,polecam.",1
Nie miałem dotąd lepszego samochodu.,1
"Skrzynia automatyczna działała róznie, trzeba było się nauczyć jeżdżenia i słuchania obrotów",0
"Ogólnie auto nie sprawia problemów, użytkowane przeważnie w trasie. Spalanie mogło by być niższe, ale też nie jeżdżę przesadnie oszczędnie. ",1
"Nie kupujcie opla!!!! Jakby nie liczyć wychodzi, że lepiej inwestować w używany samochód lepszej klasy za tę cenę.",0
nigdy wiecej,0
samochód godny polecenia mam juz 3 lata i nie sprawia żadnych problemów,1
"Samochód dostosowany do moich potrzeb, na długie trasy z możliwością przewożenia wewnatrz długich ( do 2,5 m) elementów, wygodny i ekonomiczny. ",1
"ten samochód to istna tragedia, nigdy więcej stilo. Fiaty to fajne samochody ale stilo to ich wrzod na tyłku",0
Super autko,1
słabe uato,0
"nie polecam nikomu ze względu na wady jakie opisałem , za tak wysoką cenę lepiej kupić BMW lub Mercedesa, nigdy już nie kupię wolkswagena",0
Stosunek jakości do ceny wygrywa z każdym innym samochodem tej klasy!!!!!!,1
opel agila to jest dobre autko w zimę i na krawężniki ,0
nie pleceam,0
6+,1
teraz kupiłbym sportsvana :-) ,0
Polecam udany samochód ,1
Miałem parę aut najlepsze z podobnym silnikiem był fort Fiesta z silnikiem 1.3 tu tylko broni się spory bagażnik ,0
wszystko hula w nim ok,1
ogólna opinia - doby i mało awaryjny,1
nie awaryjne,1
Polecam silnik 1.2 ,1
"samochód ok. do miasta, na trasę raczej sie nie nadaje przy prędkosci 120 ma okolo 4000 ob/min.i tym samym wysokie spalanie ",1
Rewelacyjne auto,1
Samochód mam dwa tygodnie i już dwa razy był holowany do serwisu. Nie potrafią usunąć usterki. Zakup w Folwark Samochodowy Kielce,0
Samochod sprawuje sie bardzo dobrze w kazdych warunkach i jest pojemny.,1
takie sobie autko ale słabej jakiści,0
"Super samochodzik mam go już rok i nie żałuję zakupu ,dynamika ,ekonomia jazdy na LPG, bardzo fajne wnętrze nic tylko jeździć-polecam",1
"Fajne małe, lekki auto. Jedyne co się psuje to zawieszenie i inne części eksploatacyjne, lecz wszystko jest bardzo tanie. Silnik nie jest mocny, ale niezniszczalny :-). Polecam.",1
gdyby produkowano model b6 tak B7 brakuje klimatu b6 Jest kanciasta a wnętrze stało sie bardzo tuzinkowe choć nadal ergonomiczne i przyjazne ,0
"Zaskoczyła mnie ta awaria w drugim roku eksploatacji tak poważna awaria, chociaż zdarzają się także wymiany silników w pierwszym roku.",0
Nie polecam. Sprzedającyowil ze maksymalnie pali na miescie 8l/100km. Porazka,0
"prowadziłem transport Multicarem ,Cabstar koło Multicara nie może stanąć ",0
"Doskonale zaprojektowany, tani, oszczędny a zarazem bardzo praktyczny.",1
lipa,0
"Generalnie dobrze się spisał jako wół roboczy, szczególnie jeśli w rodzinie buduje się czy remontuje sie co jakiś czas domy lub mieszkania lub trzeba cos przewozic",0
Auto godne polecenia,1
Gdyby nie silnik auto ok,0
słabe,0
Samochód wykonany tandetnie i oszczędnie. Kłopoty z dostępem części w serwisie. Tragiczne podejście do klienta w przypadku poważniejszej awarii. ,0
"Polecam, zachwalam i zmienię na młodszy...",1
"Auto ładne, dobre na trasę ale po mieście nie polecam , zła widoczność w czasie manewrów przy parkowaniu, lakier to jakaś kpina ! Kiepska jakość wykonania elementów zwłaszcza plastików.",0
OK!!-POLECAM!!,1
jest ok,0
Polecam. Miałem wiele używanych aut wyższej klasy i Tipo nie ma się czego wstydzić,1
Polecam GO I ....,1
"Autko genialne, silnik akurat do miasta, ale na autostradzie przy srednej predkosci 130 tez spokojnie da sie jechac - bez boli glowy. Polecam :)",1
"Wypada ogólnie kiepsko, może ze względu na silnik 1,6l. znajomy ma 2.0 i dużo mniej problemów. Polecam wersję 2.0 diesel lub sprawdzone 1,6.",0
"zbyt duża awaryjność, poza tym ceny części i naprawy są dość lub bardzo wysokie.",0
"Bardzo rdzewieje, nieustannie jakaś żarówka do wymiany - to najczęstsze problemy, Ale poważnie nigdy mnie nie zawiódł ani w mieście ani na trasie, ani w największe zimy.",0
"Liczyłem na niezawodność japończyka. Tak było przez lata, aktualnie wymieniłem pompę wysokoprężna po tym jak sie rozsypała i wtryski, koszt 4000,-",0
"Kupiłbym ten samochód ponownie, jednak z dieslem na wtrysku bezpośrednim.",1
Ogólnie polecam samochód chociaż wymaga jeszcze dopracowania w detalach.,1
"ogólnie fajne autko, części tanie małe spalanie :) ",1
nigdy w życiu hyundai,0
POLECAM TO AUTO NA PIERWSZE PO ZDANIU PRAWA JAZDY ,1
Fajne auto za male pieniadze dobry rocznik I wyposazenie,1
Fajne auto za rozsądną cenę,1
ok autko ale nie polecam na b długie trasy pow 1000km za głosne,1
nie,0
Bardzo sympatyczne autko do codziennej jazdy do pracy i na zakupy. Może nie nadaje się na długie wycieczki ale na krótkie i średnie trasy jak najbardziej.,0
"Sportowe auto, drogie w utrzymaniu ",0
"nie kupować , duża eksploatacja drogie częsci",0
samochód fajny ,0
"samochód dla rodziny i na trasę super,typowo do miasta za duży(paliwo)rdza na nadkolach",0
Bez dpf i z nowa mapą jest ok,1
"Polecam ten samochód. Jest mały, zwrotny i bardzo oszczędny. Mój użytkuję 15 rok i jestem bardzo zadowolona. ",1
"Fajne autko w klasie b, wygląda znakomicie, świetne w jeździe po mieście. Dla 4 osobowej rodziny jednak już za małe. ",1
samochod dobry jak za taka cene i z takim wyposarzeniem ( fokus był o 10tys droższy)ale nie kupil bym go ponownie gdyz uwazam ze nie ma sensu kupowac 2 razy tych samych rzeczy,0
"Pierwszy raz kupilem Forda i ostatni, tyle razy byl w warsztacie ze koszty naprawy wyniosly polowe wartosci samego samochodu. ODRADZAM !!!!!!!!!",0
Polecam dla wybrednych ale nie dla kogoś kto lubi mieć niepotrzebne i zbędne gadżety!!!,1
Autko naprawdę świetnie się sprawdza. Jeżdzę nim podad 3 lata bez awarii ,1
"Dobry i niezawodny samochód miejski z opcją okazjonalnych wyjazdów w dłuższe trasy. Łatwo nim zaparkować, łatwo go zapakować i do tego przyjemnie się jedzie.",1
"Auto w sam raz dla 4-osobowej rodziny. Na wakacje można śmiało się wybierać. Do jazdy miejskiej nie jest stworzone. Są auta ekonomiczniejsze, tańsze w eksploatacji i mniej awaryjne w tej klasie.",0
polecam autko,1
ok,1
być może jak się do niego przyzwyczję to zmienię zdanie,0
Jeśli możecie nie kupujcie przynajmniej takiego rocznika a tym bardziej 1.9DCI ze skrzynią 6 biegową,0
szału nie ma ale spoko nie dajmy się zwarjować,1
samochód dla kobiet,0
Polecam! Auto warte uwagi. Zadbane egzemplarze ,1
Ze względu na zbyt szybką awarię silnika nikomu nie polecam tego auta. Wyleczyłem się ze Skody i grupy VW. Przereklamowane i mit niezawodności to już przeszłość.,0
Nie polecam nikomu tej marki . Na rynku są tańsi i lepsi od VW dzisiaj produkowanego to nie ten sam VW co kiedyś !!!! Szkoda pieniędzy !!!,0
"samochod ciekawy ,ale ma tez pare mankamentów",1
bardzo fajny samochód mam go od nowości ma już 24 lata ale bardzo dobrze się sprawuje za rok idzie na zabytek oryginalność 100% 0 rdzy ,1
"Jeżeli ktoś szuka samochodu do jazdy po autostradach w ilości 500+ to powinieneś wybrać takie auto. W użytkowaniu codziennym praca, zakupy,dom też się nie zawiedziesz",1
"Jednak, nawet diesel z dużym (>250 000) przebiegiem w wykonaniu Peugeot, to nie jest autem, którym jeszcze daje się wygodnie jeździć.",0
"zrobilem juz 20tys, polecam",1
ten sam silnik w Peogoutach ok w Volvo40 ok kazda rzecz mozna spieprzyc !,0
Nie ma się co spodziewać za 50 tyś zł,0
Za tę cenę można było wybrać coś lepszego.,0
fajny wóz,0
"dużo awari, po za tym ok ",0
Miałem 9 samochodów różnych marek. Ten jest NAJLEPSZY.,1
Polecam,1
Silniki biorą olej,0
małe miejskie bez szału na dłuższych odcinkach,0
Jak na 16 letnie auto jest w porządku. ,1
"Spoko auto, serwis odwiedzam głownie przy wymianie oleju.",1
nie za taka cenę,0
"Wygodny, idealny w trasy, dobrze wykonany i z bardzo głosnym silnikiem ",0
samochód obszerny wygodny ale brak w bagazniku schowka ,0
"Szkoda, że nowa Espace to nie to.",1
"Porównując do Grand Vitary, która miałem wcześniej auto bez porównania. Zrywniejsze, pakowniejsze, niezawodne. cichsze, mniej pali i ekonomiczniejsze. Autem jeździ się jak osobówka, bardzo wygodnie",1
